Position,Hand,Hand Type,Recommended Action
BB,87s,Speculative,"Call if no raise, fold to raise"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
SB,KQs,Strong,"Raise, call 3-bet in position"
HJ,95o,Trash,Fold (unplayable)
MP,83o,Trash,Fold (unplayable)
MP,AKs,Premium,Raise (almost always)
HJ,QQ,Premium,Raise (almost always)
CO,87s,Speculative,Fold (not profitable OOP)
UTG,98s,Speculative,Fold (not profitable OOP)
SB,AA,Premium,Raise (almost always)
SB,J4o,Trash,Fold (unplayable)
MP,J9s,Marginal,Fold (too weak early)
HJ,KK,Premium,Raise (almost always)
CO,TT,Strong,"Raise, call 3-bet in position"
HJ,AQs,Strong,"Call, fold to large 3-bet"
SB,AA,Premium,Raise (almost always)
CO,AJs,Strong,"Raise, call 3-bet in position"
UTG,AKs,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
HJ,AA,Premium,Raise (almost always)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
BB,98s,Speculative,"Call if no raise, fold to raise"
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,22,Marginal,Fold (too weak early)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
MP,87s,Speculative,Fold (not profitable OOP)
UTG,83o,Trash,Fold (unplayable)
HJ,95o,Trash,Fold (unplayable)
UTG,QTo,Marginal,Fold (too weak early)
UTG,KTs,Speculative,Fold (not profitable OOP)
BTN,72o,Trash,Fold (unplayable)
BB,KQs,Strong,"Call, fold to large 3-bet"
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,QQ,Premium,Raise (almost always)
HJ,87s,Speculative,Fold (not profitable OOP)
HJ,AKs,Premium,Raise (almost always)
SB,AJs,Strong,"Raise, call 3-bet in position"
CO,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,A5s,Speculative,Fold (not profitable OOP)
UTG,22,Marginal,Fold (too weak early)
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,AKs,Premium,Raise (almost always)
CO,KQs,Strong,"Raise, call 3-bet in position"
SB,72o,Trash,Fold (unplayable)
UTG+1,T3o,Trash,Fold (unplayable)
BB,JJ,Strong,"Call, fold to large 3-bet"
BB,QQ,Premium,Raise (almost always)
MP,J4o,Trash,Fold (unplayable)
UTG,A9o,Marginal,Fold (too weak early)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
UTG,22,Marginal,Fold (too weak early)
SB,22,Marginal,"Call if folded to, fold to aggression"
BB,QQ,Premium,Raise (almost always)
UTG+1,22,Marginal,Fold (too weak early)
UTG,72o,Trash,Fold (unplayable)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
MP,83o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
HJ,98s,Speculative,Fold (not profitable OOP)
MP,T3o,Trash,Fold (unplayable)
BTN,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,T3o,Trash,Fold (unplayable)
MP,TT,Strong,"Call, fold to large 3-bet"
MP,A9o,Marginal,Fold (too weak early)
CO,T3o,Trash,Fold (unplayable)
CO,TT,Strong,"Raise, call 3-bet in position"
CO,KK,Premium,Raise (almost always)
BTN,95o,Trash,Fold (unplayable)
UTG+1,QTo,Marginal,Fold (too weak early)
BTN,98s,Speculative,"Call if no raise, fold to raise"
CO,T9s,Speculative,Fold (not profitable OOP)
UTG,72o,Trash,Fold (unplayable)
UTG,T3o,Trash,Fold (unplayable)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
CO,AQs,Strong,"Raise, call 3-bet in position"
BB,JJ,Strong,"Call, fold to large 3-bet"
SB,22,Marginal,"Call if folded to, fold to aggression"
BB,AA,Premium,Raise (almost always)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
SB,AQs,Strong,"Raise, call 3-bet in position"
BTN,22,Marginal,"Call if folded to, fold to aggression"
CO,95o,Trash,Fold (unplayable)
CO,A5s,Speculative,Fold (not profitable OOP)
CO,TT,Strong,"Raise, call 3-bet in position"
BB,98s,Speculative,"Call if no raise, fold to raise"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,22,Marginal,Fold (too weak early)
MP,J4o,Trash,Fold (unplayable)
UTG+1,T3o,Trash,Fold (unplayable)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
CO,KTs,Speculative,Fold (not profitable OOP)
UTG,AJs,Strong,"Call, fold to large 3-bet"
BTN,83o,Trash,Fold (unplayable)
SB,JJ,Strong,"Raise, call 3-bet in position"
UTG,83o,Trash,Fold (unplayable)
MP,J4o,Trash,Fold (unplayable)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,98s,Speculative,"Call if no raise, fold to raise"
SB,22,Marginal,"Call if folded to, fold to aggression"
UTG+1,QQ,Premium,Raise (almost always)
BB,QQ,Premium,Raise (almost always)
HJ,JJ,Strong,"Call, fold to large 3-bet"
SB,QTo,Marginal,"Call if folded to, fold to aggression"
MP,95o,Trash,Fold (unplayable)
HJ,J4o,Trash,Fold (unplayable)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
MP,J9s,Marginal,Fold (too weak early)
BTN,AJs,Strong,"Raise, call 3-bet in position"
BB,KTs,Speculative,"Call if no raise, fold to raise"
UTG,22,Marginal,Fold (too weak early)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,J9s,Marginal,"Call if folded to, fold to aggression"
UTG,KTs,Speculative,Fold (not profitable OOP)
MP,KTs,Speculative,Fold (not profitable OOP)
MP,JJ,Strong,"Call, fold to large 3-bet"
BTN,22,Marginal,"Call if folded to, fold to aggression"
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BTN,95o,Trash,Fold (unplayable)
UTG+1,83o,Trash,Fold (unplayable)
BB,AJs,Strong,"Call, fold to large 3-bet"
CO,KK,Premium,Raise (almost always)
UTG,72o,Trash,Fold (unplayable)
BB,AKs,Premium,Raise (almost always)
HJ,AKs,Premium,Raise (almost always)
MP,72o,Trash,Fold (unplayable)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,J4o,Trash,Fold (unplayable)
MP,83o,Trash,Fold (unplayable)
CO,AA,Premium,Raise (almost always)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
CO,QQ,Premium,Raise (almost always)
UTG+1,98s,Speculative,Fold (not profitable OOP)
HJ,QQ,Premium,Raise (almost always)
HJ,AKs,Premium,Raise (almost always)
HJ,AKs,Premium,Raise (almost always)
HJ,A5s,Speculative,Fold (not profitable OOP)
MP,J9s,Marginal,Fold (too weak early)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,AKs,Premium,Raise (almost always)
UTG,AKs,Premium,Raise (almost always)
SB,AJs,Strong,"Raise, call 3-bet in position"
CO,JJ,Strong,"Raise, call 3-bet in position"
UTG+1,87s,Speculative,Fold (not profitable OOP)
CO,AKs,Premium,Raise (almost always)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
HJ,KQs,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
CO,KTs,Speculative,Fold (not profitable OOP)
HJ,KK,Premium,Raise (almost always)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
CO,QQ,Premium,Raise (almost always)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
CO,87s,Speculative,Fold (not profitable OOP)
UTG,98s,Speculative,Fold (not profitable OOP)
SB,AA,Premium,Raise (almost always)
SB,KQs,Strong,"Raise, call 3-bet in position"
CO,AJs,Strong,"Raise, call 3-bet in position"
HJ,83o,Trash,Fold (unplayable)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,95o,Trash,Fold (unplayable)
SB,TT,Strong,"Raise, call 3-bet in position"
HJ,J4o,Trash,Fold (unplayable)
CO,AJs,Strong,"Raise, call 3-bet in position"
SB,TT,Strong,"Raise, call 3-bet in position"
BTN,T3o,Trash,Fold (unplayable)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
HJ,95o,Trash,Fold (unplayable)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
SB,KTs,Speculative,"Call if no raise, fold to raise"
MP,QQ,Premium,Raise (almost always)
CO,T3o,Trash,Fold (unplayable)
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
SB,KQs,Strong,"Raise, call 3-bet in position"
MP,T3o,Trash,Fold (unplayable)
HJ,A5s,Speculative,Fold (not profitable OOP)
CO,T9s,Speculative,Fold (not profitable OOP)
CO,98s,Speculative,Fold (not profitable OOP)
HJ,KK,Premium,Raise (almost always)
BTN,JJ,Strong,"Raise, call 3-bet in position"
BTN,AJs,Strong,"Raise, call 3-bet in position"
UTG+1,J9s,Marginal,Fold (too weak early)
UTG,AA,Premium,Raise (almost always)
UTG,83o,Trash,Fold (unplayable)
UTG+1,KJo,Marginal,Fold (too weak early)
SB,72o,Trash,Fold (unplayable)
CO,AQs,Strong,"Raise, call 3-bet in position"
UTG,KQs,Strong,"Call, fold to large 3-bet"
BTN,QQ,Premium,Raise (almost always)
BB,87s,Speculative,"Call if no raise, fold to raise"
UTG,AKs,Premium,Raise (almost always)
BB,JJ,Strong,"Call, fold to large 3-bet"
CO,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,A5s,Speculative,Fold (not profitable OOP)
MP,AJs,Strong,"Call, fold to large 3-bet"
SB,T9s,Speculative,"Call if no raise, fold to raise"
CO,72o,Trash,Fold (unplayable)
UTG+1,T3o,Trash,Fold (unplayable)
CO,T9s,Speculative,Fold (not profitable OOP)
MP,AJs,Strong,"Call, fold to large 3-bet"
BTN,J4o,Trash,Fold (unplayable)
CO,TT,Strong,"Raise, call 3-bet in position"
UTG,AQs,Strong,"Call, fold to large 3-bet"
BB,T9s,Speculative,"Call if no raise, fold to raise"
SB,QQ,Premium,Raise (almost always)
UTG,T3o,Trash,Fold (unplayable)
UTG,AJs,Strong,"Call, fold to large 3-bet"
BB,KTs,Speculative,"Call if no raise, fold to raise"
CO,87s,Speculative,Fold (not profitable OOP)
MP,AJs,Strong,"Call, fold to large 3-bet"
HJ,AKs,Premium,Raise (almost always)
UTG+1,95o,Trash,Fold (unplayable)
BB,AQs,Strong,"Call, fold to large 3-bet"
UTG,T3o,Trash,Fold (unplayable)
UTG,J4o,Trash,Fold (unplayable)
BTN,KQs,Strong,"Raise, call 3-bet in position"
UTG+1,72o,Trash,Fold (unplayable)
CO,KK,Premium,Raise (almost always)
SB,83o,Trash,Fold (unplayable)
CO,QQ,Premium,Raise (almost always)
SB,87s,Speculative,"Call if no raise, fold to raise"
CO,QQ,Premium,Raise (almost always)
HJ,KK,Premium,Raise (almost always)
UTG,QTo,Marginal,Fold (too weak early)
CO,AQs,Strong,"Raise, call 3-bet in position"
UTG+1,KTs,Speculative,Fold (not profitable OOP)
UTG,T9s,Speculative,Fold (not profitable OOP)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,83o,Trash,Fold (unplayable)
HJ,98s,Speculative,Fold (not profitable OOP)
UTG+1,87s,Speculative,Fold (not profitable OOP)
UTG+1,TT,Strong,"Call, fold to large 3-bet"
SB,QTo,Marginal,"Call if folded to, fold to aggression"
HJ,A5s,Speculative,Fold (not profitable OOP)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
UTG,A5s,Speculative,Fold (not profitable OOP)
UTG+1,72o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
BB,KQs,Strong,"Call, fold to large 3-bet"
MP,J9s,Marginal,Fold (too weak early)
HJ,KQs,Strong,"Call, fold to large 3-bet"
UTG,QQ,Premium,Raise (almost always)
HJ,22,Marginal,"Call if folded to, fold to aggression"
BB,KTs,Speculative,"Call if no raise, fold to raise"
HJ,TT,Strong,"Call, fold to large 3-bet"
CO,QQ,Premium,Raise (almost always)
UTG+1,95o,Trash,Fold (unplayable)
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
MP,A9o,Marginal,Fold (too weak early)
UTG,72o,Trash,Fold (unplayable)
UTG,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,72o,Trash,Fold (unplayable)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
SB,AKs,Premium,Raise (almost always)
UTG,T9s,Speculative,Fold (not profitable OOP)
CO,J9s,Marginal,"Call if folded to, fold to aggression"
SB,JJ,Strong,"Raise, call 3-bet in position"
SB,KK,Premium,Raise (almost always)
HJ,AA,Premium,Raise (almost always)
HJ,KQs,Strong,"Call, fold to large 3-bet"
HJ,AA,Premium,Raise (almost always)
BTN,KTs,Speculative,"Call if no raise, fold to raise"
SB,22,Marginal,"Call if folded to, fold to aggression"
MP,TT,Strong,"Call, fold to large 3-bet"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
BTN,AA,Premium,Raise (almost always)
HJ,KQs,Strong,"Call, fold to large 3-bet"
BTN,AJs,Strong,"Raise, call 3-bet in position"
MP,83o,Trash,Fold (unplayable)
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
CO,JJ,Strong,"Raise, call 3-bet in position"
BB,AQs,Strong,"Call, fold to large 3-bet"
BTN,A9o,Marginal,"Call if folded to, fold to aggression"
BB,QQ,Premium,Raise (almost always)
HJ,AKs,Premium,Raise (almost always)
BTN,AA,Premium,Raise (almost always)
HJ,KQs,Strong,"Call, fold to large 3-bet"
BTN,J4o,Trash,Fold (unplayable)
BTN,AKs,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
CO,JJ,Strong,"Raise, call 3-bet in position"
BB,JJ,Strong,"Call, fold to large 3-bet"
HJ,A5s,Speculative,Fold (not profitable OOP)
UTG,AJs,Strong,"Call, fold to large 3-bet"
CO,KTs,Speculative,Fold (not profitable OOP)
CO,87s,Speculative,Fold (not profitable OOP)
HJ,KTs,Speculative,Fold (not profitable OOP)
SB,KJo,Marginal,"Call if folded to, fold to aggression"
HJ,KTs,Speculative,Fold (not profitable OOP)
BB,J4o,Trash,Fold (unplayable)
BTN,KJo,Marginal,"Call if folded to, fold to aggression"
MP,J9s,Marginal,Fold (too weak early)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,TT,Strong,"Call, fold to large 3-bet"
BB,AA,Premium,Raise (almost always)
CO,22,Marginal,"Call if folded to, fold to aggression"
HJ,22,Marginal,"Call if folded to, fold to aggression"
CO,JJ,Strong,"Raise, call 3-bet in position"
BTN,AA,Premium,Raise (almost always)
UTG+1,83o,Trash,Fold (unplayable)
HJ,AA,Premium,Raise (almost always)
HJ,83o,Trash,Fold (unplayable)
UTG+1,98s,Speculative,Fold (not profitable OOP)
UTG,T9s,Speculative,Fold (not profitable OOP)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
MP,22,Marginal,Fold (too weak early)
BTN,KQs,Strong,"Raise, call 3-bet in position"
BB,AKs,Premium,Raise (almost always)
BTN,72o,Trash,Fold (unplayable)
UTG,95o,Trash,Fold (unplayable)
MP,AA,Premium,Raise (almost always)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
MP,87s,Speculative,Fold (not profitable OOP)
CO,AA,Premium,Raise (almost always)
BTN,AJs,Strong,"Raise, call 3-bet in position"
CO,AA,Premium,Raise (almost always)
BB,98s,Speculative,"Call if no raise, fold to raise"
UTG,A5s,Speculative,Fold (not profitable OOP)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
CO,22,Marginal,"Call if folded to, fold to aggression"
HJ,72o,Trash,Fold (unplayable)
SB,87s,Speculative,"Call if no raise, fold to raise"
BB,KQs,Strong,"Call, fold to large 3-bet"
CO,JJ,Strong,"Raise, call 3-bet in position"
SB,AJs,Strong,"Raise, call 3-bet in position"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,TT,Strong,"Raise, call 3-bet in position"
MP,QQ,Premium,Raise (almost always)
HJ,KTs,Speculative,Fold (not profitable OOP)
SB,72o,Trash,Fold (unplayable)
HJ,T9s,Speculative,Fold (not profitable OOP)
BB,T9s,Speculative,"Call if no raise, fold to raise"
HJ,AKs,Premium,Raise (almost always)
BB,72o,Trash,Fold (unplayable)
BTN,83o,Trash,Fold (unplayable)
BTN,J4o,Trash,Fold (unplayable)
BTN,A5s,Speculative,"Call if no raise, fold to raise"
CO,KK,Premium,Raise (almost always)
BTN,83o,Trash,Fold (unplayable)
HJ,A5s,Speculative,Fold (not profitable OOP)
BB,87s,Speculative,"Call if no raise, fold to raise"
MP,KK,Premium,Raise (almost always)
CO,AQs,Strong,"Raise, call 3-bet in position"
CO,AQs,Strong,"Raise, call 3-bet in position"
CO,AKs,Premium,Raise (almost always)
MP,T3o,Trash,Fold (unplayable)
BB,JJ,Strong,"Call, fold to large 3-bet"
CO,AA,Premium,Raise (almost always)
BB,JJ,Strong,"Call, fold to large 3-bet"
UTG+1,72o,Trash,Fold (unplayable)
BTN,72o,Trash,Fold (unplayable)
CO,A9o,Marginal,"Call if folded to, fold to aggression"
SB,T9s,Speculative,"Call if no raise, fold to raise"
BTN,JJ,Strong,"Raise, call 3-bet in position"
MP,83o,Trash,Fold (unplayable)
UTG,AA,Premium,Raise (almost always)
CO,QQ,Premium,Raise (almost always)
BB,AKs,Premium,Raise (almost always)
HJ,72o,Trash,Fold (unplayable)
UTG,72o,Trash,Fold (unplayable)
UTG,AA,Premium,Raise (almost always)
MP,A9o,Marginal,Fold (too weak early)
BB,T9s,Speculative,"Call if no raise, fold to raise"
CO,AA,Premium,Raise (almost always)
UTG+1,A5s,Speculative,Fold (not profitable OOP)
CO,22,Marginal,"Call if folded to, fold to aggression"
MP,98s,Speculative,Fold (not profitable OOP)
BB,AA,Premium,Raise (almost always)
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
UTG+1,J9s,Marginal,Fold (too weak early)
BTN,KK,Premium,Raise (almost always)
UTG+1,83o,Trash,Fold (unplayable)
SB,72o,Trash,Fold (unplayable)
CO,72o,Trash,Fold (unplayable)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
BTN,AJs,Strong,"Raise, call 3-bet in position"
HJ,T3o,Trash,Fold (unplayable)
CO,72o,Trash,Fold (unplayable)
UTG,T9s,Speculative,Fold (not profitable OOP)
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,KTs,Speculative,"Call if no raise, fold to raise"
HJ,KK,Premium,Raise (almost always)
MP,A5s,Speculative,Fold (not profitable OOP)
HJ,KK,Premium,Raise (almost always)
BB,87s,Speculative,"Call if no raise, fold to raise"
CO,KTs,Speculative,Fold (not profitable OOP)
BTN,AKs,Premium,Raise (almost always)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
CO,72o,Trash,Fold (unplayable)
SB,J4o,Trash,Fold (unplayable)
BTN,TT,Strong,"Raise, call 3-bet in position"
SB,T9s,Speculative,"Call if no raise, fold to raise"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
CO,AA,Premium,Raise (almost always)
CO,AA,Premium,Raise (almost always)
SB,KTs,Speculative,"Call if no raise, fold to raise"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
MP,AKs,Premium,Raise (almost always)
BTN,T3o,Trash,Fold (unplayable)
BTN,AA,Premium,Raise (almost always)
HJ,83o,Trash,Fold (unplayable)
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
SB,QQ,Premium,Raise (almost always)
MP,AJs,Strong,"Call, fold to large 3-bet"
BB,AQs,Strong,"Call, fold to large 3-bet"
MP,KTs,Speculative,Fold (not profitable OOP)
BTN,T3o,Trash,Fold (unplayable)
BB,T3o,Trash,Fold (unplayable)
SB,JJ,Strong,"Raise, call 3-bet in position"
SB,A5s,Speculative,"Call if no raise, fold to raise"
UTG,A5s,Speculative,Fold (not profitable OOP)
CO,KJo,Marginal,"Call if folded to, fold to aggression"
SB,T3o,Trash,Fold (unplayable)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
HJ,QQ,Premium,Raise (almost always)
MP,A5s,Speculative,Fold (not profitable OOP)
BB,TT,Strong,"Call, fold to large 3-bet"
UTG,T9s,Speculative,Fold (not profitable OOP)
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,AA,Premium,Raise (almost always)
CO,A5s,Speculative,Fold (not profitable OOP)
UTG+1,T9s,Speculative,Fold (not profitable OOP)
HJ,AA,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
UTG+1,83o,Trash,Fold (unplayable)
SB,87s,Speculative,"Call if no raise, fold to raise"
MP,A9o,Marginal,Fold (too weak early)
UTG,KQs,Strong,"Call, fold to large 3-bet"
SB,KTs,Speculative,"Call if no raise, fold to raise"
CO,TT,Strong,"Raise, call 3-bet in position"
UTG+1,KK,Premium,Raise (almost always)
BTN,KK,Premium,Raise (almost always)
SB,J9s,Marginal,"Call if folded to, fold to aggression"
BB,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
BTN,KQs,Strong,"Raise, call 3-bet in position"
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
UTG+1,KQs,Strong,"Call, fold to large 3-bet"
BTN,JJ,Strong,"Raise, call 3-bet in position"
BTN,KK,Premium,Raise (almost always)
SB,QTo,Marginal,"Call if folded to, fold to aggression"
BB,JJ,Strong,"Call, fold to large 3-bet"
MP,QQ,Premium,Raise (almost always)
SB,KTs,Speculative,"Call if no raise, fold to raise"
CO,A9o,Marginal,"Call if folded to, fold to aggression"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
UTG+1,J9s,Marginal,Fold (too weak early)
HJ,95o,Trash,Fold (unplayable)
BTN,83o,Trash,Fold (unplayable)
SB,A5s,Speculative,"Call if no raise, fold to raise"
BTN,QTo,Marginal,"Call if folded to, fold to aggression"
SB,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,AQs,Strong,"Call, fold to large 3-bet"
CO,KTs,Speculative,Fold (not profitable OOP)
BTN,J4o,Trash,Fold (unplayable)
BTN,AQs,Strong,"Raise, call 3-bet in position"
MP,J4o,Trash,Fold (unplayable)
BB,98s,Speculative,"Call if no raise, fold to raise"
CO,TT,Strong,"Raise, call 3-bet in position"
BB,83o,Trash,Fold (unplayable)
CO,A5s,Speculative,Fold (not profitable OOP)
BTN,98s,Speculative,"Call if no raise, fold to raise"
UTG+1,AJs,Strong,"Call, fold to large 3-bet"
HJ,KQs,Strong,"Call, fold to large 3-bet"
HJ,87s,Speculative,Fold (not profitable OOP)
BB,J9s,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
SB,QQ,Premium,Raise (almost always)
BTN,72o,Trash,Fold (unplayable)
UTG,AKs,Premium,Raise (almost always)
CO,87s,Speculative,Fold (not profitable OOP)
HJ,AJs,Strong,"Call, fold to large 3-bet"
BB,72o,Trash,Fold (unplayable)
UTG,TT,Strong,"Call, fold to large 3-bet"
HJ,TT,Strong,"Call, fold to large 3-bet"
CO,KQs,Strong,"Raise, call 3-bet in position"
BB,95o,Trash,Fold (unplayable)
SB,95o,Trash,Fold (unplayable)
MP,95o,Trash,Fold (unplayable)
BB,T3o,Trash,Fold (unplayable)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
BTN,87s,Speculative,"Call if no raise, fold to raise"
UTG+1,T9s,Speculative,Fold (not profitable OOP)
MP,J9s,Marginal,Fold (too weak early)
UTG,AA,Premium,Raise (almost always)
BB,AQs,Strong,"Call, fold to large 3-bet"
MP,AJs,Strong,"Call, fold to large 3-bet"
MP,J9s,Marginal,Fold (too weak early)
MP,A9o,Marginal,Fold (too weak early)
MP,QQ,Premium,Raise (almost always)
HJ,A9o,Marginal,"Call if folded to, fold to aggression"
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
BTN,AA,Premium,Raise (almost always)
UTG,87s,Speculative,Fold (not profitable OOP)
BTN,83o,Trash,Fold (unplayable)
BTN,J9s,Marginal,"Call if folded to, fold to aggression"
MP,A5s,Speculative,Fold (not profitable OOP)
HJ,QQ,Premium,Raise (almost always)
HJ,TT,Strong,"Call, fold to large 3-bet"
MP,JJ,Strong,"Call, fold to large 3-bet"
MP,87s,Speculative,Fold (not profitable OOP)
SB,TT,Strong,"Raise, call 3-bet in position"
UTG,83o,Trash,Fold (unplayable)
BB,A5s,Speculative,"Call if no raise, fold to raise"
BB,KJo,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BTN,KK,Premium,Raise (almost always)
UTG+1,J4o,Trash,Fold (unplayable)
BTN,KK,Premium,Raise (almost always)
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
HJ,T3o,Trash,Fold (unplayable)
HJ,QTo,Marginal,"Call if folded to, fold to aggression"
BB,A5s,Speculative,"Call if no raise, fold to raise"
HJ,QQ,Premium,Raise (almost always)
UTG,22,Marginal,Fold (too weak early)
UTG,AQs,Strong,"Call, fold to large 3-bet"
UTG,KTs,Speculative,Fold (not profitable OOP)
SB,A9o,Marginal,"Call if folded to, fold to aggression"
SB,AA,Premium,Raise (almost always)
MP,KTs,Speculative,Fold (not profitable OOP)
UTG+1,KK,Premium,Raise (almost always)
SB,AA,Premium,Raise (almost always)
BTN,22,Marginal,"Call if folded to, fold to aggression"
UTG,J4o,Trash,Fold (unplayable)
SB,83o,Trash,Fold (unplayable)
UTG,98s,Speculative,Fold (not profitable OOP)
BTN,AJs,Strong,"Raise, call 3-bet in position"
BTN,22,Marginal,"Call if folded to, fold to aggression"
UTG,TT,Strong,"Call, fold to large 3-bet"
MP,AJs,Strong,"Call, fold to large 3-bet"
BTN,72o,Trash,Fold (unplayable)
MP,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,QQ,Premium,Raise (almost always)
HJ,95o,Trash,Fold (unplayable)
SB,KQs,Strong,"Raise, call 3-bet in position"
HJ,KJo,Marginal,"Call if folded to, fold to aggression"
UTG,KQs,Strong,"Call, fold to large 3-bet"
UTG+1,AQs,Strong,"Call, fold to large 3-bet"
BB,A9o,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
BB,22,Marginal,"Call if limped, fold to raise unless deep vs weak opponent"
HJ,KK,Premium,Raise (almost always)
UTG+1,QQ,Premium,Raise (almost always)
UTG+1,QTo,Marginal,Fold (too weak early)
UTG+1,JJ,Strong,"Call, fold to large 3-bet"
SB,AKs,Premium,Raise (almost always)
BTN,J4o,Trash,Fold (unplayable)
BB,87s,Speculative,"Call if no raise, fold to raise"
UTG,87s,Speculative,Fold (not profitable OOP)
SB,J4o,Trash,Fold (unplayable)
UTG,A9o,Marginal,Fold (too weak early)
BB,95o,Trash,Fold (unplayable)
MP,A9o,Marginal,Fold (too weak early)
BTN,J4o,Trash,Fold (unplayable)
BB,KK,Premium,Raise (almost always)
HJ,J9s,Marginal,"Call if folded to, fold to aggression"
HJ,AQs,Strong,"Call, fold to large 3-bet"
MP,JJ,Strong,"Call, fold to large 3-bet"
CO,T9s,Speculative,Fold (not profitable OOP)
MP,QTo,Marginal,Fold (too weak early)
MP,72o,Trash,Fold (unplayable)
UTG+1,83o,Trash,Fold (unplayable)
BTN,T9s,Speculative,"Call if no raise, fold to raise"
BTN,A5s,Speculative,"Call if no raise, fold to raise"
